2022-02-18 23:16:24 | np.random.rand() * 60 | <mark>4:57 PM</mark>
2022-02-25 19:09:43 | np.random.rand() * 60 | <mark>4:10 PM</mark>
2022-03-04 19:09:00 | np.random.rand() * 60 | <mark>4:48 PM</mark>
2022-03-11 19:09:08 | np.random.rand() * 60 | <mark>4:59 PM</mark>
2022-03-18 22:10:30 | np.random.rand() * 60 | <mark>4:12 PM</mark>
2022-03-25 22:10:36 | np.random.rand() * 60 | <mark>4:22 PM</mark>
2022-04-01 21:20:07 | np.random.rand() * 60 | <mark>4:57 PM</mark>
2022-04-08 21:19:53 | np.random.rand() * 60 | <mark>4:11 PM</mark>
2022-04-15 20:14:52 | np.random.rand() * 60 | <mark>4:56 PM</mark>
2022-04-22 20:15:09 | np.random.rand() * 60 | <mark>4:00 PM</mark>
2022-04-29 20:15:47 | np.random.rand() * 60 | <mark>4:14 PM</mark>
2022-05-06 20:15:41 | np.random.rand() * 60 | <mark>4:57 PM</mark>
2022-05-13 20:17:04 | np.random.rand() * 60 | <mark>4:19 PM</mark>
2022-05-20 20:15:46 | np.random.rand() * 60 | <mark>4:02 PM</mark>
2022-05-27 20:09:41 | np.random.rand() * 60 | <mark>4:27 PM</mark>
2022-06-03 20:08:33 | np.random.rand() * 60 | <mark>4:15 PM</mark>
2022-06-10 20:08:26 | np.random.rand() * 60 | <mark>4:44 PM</mark>
2022-06-17 20:07:16 | np.random.rand() * 60 | <mark>4:26 PM</mark>
2022-06-24 20:08:34 | np.random.rand() * 60 | <mark>4:42 PM</mark>
2022-07-01 20:08:53 | np.random.rand() * 60 | <mark>4:20 PM</mark>
2022-07-08 20:08:33 | np.random.rand() * 60 | <mark>4:09 PM</mark>
2022-07-15 20:08:44 | np.random.rand() * 60 | <mark>4:12 PM</mark>
2022-07-22 20:09:11 | np.random.rand() * 60 | <mark>4:07 PM</mark>
2022-07-29 20:08:58 | np.random.rand() * 60 | <mark>4:16 PM</mark>
2022-08-05 20:08:44 | np.random.rand() * 60 | <mark>4:45 PM</mark>
2022-08-12 20:08:38 | np.random.rand() * 60 | <mark>4:47 PM</mark>
2022-08-19 20:09:36 | np.random.rand() * 60 | <mark>4:26 PM</mark>
2022-08-26 20:09:21 | np.random.rand() * 60 | <mark>4:17 PM</mark>
2022-09-02 20:09:34 | np.random.rand() * 60 | <mark>4:06 PM</mark>
2022-09-09 20:10:08 | np.random.rand() * 60 | <mark>4:33 PM</mark>
2022-09-16 20:10:03 | np.random.rand() * 60 | <mark>4:18 PM</mark>
2022-09-23 20:10:21 | np.random.rand() * 60 | <mark>4:46 PM</mark>
2022-09-30 20:10:41 | np.random.rand() * 60 | <mark>4:39 PM</mark>
2022-10-07 20:10:51 | np.random.rand() * 60 | <mark>4:02 PM</mark>
2022-10-14 20:11:00 | np.random.rand() * 60 | <mark>4:22 PM</mark>
2022-10-21 20:11:28 | np.random.rand() * 60 | <mark>4:19 PM</mark>
2022-10-28 20:10:01 | np.random.rand() * 60 | <mark>4:44 PM</mark>
2022-11-04 20:09:43 | np.random.rand() * 60 | <mark>4:45 PM</mark>
2022-11-11 20:09:29 | np.random.rand() * 60 | <mark>4:34 PM</mark>
2022-11-18 20:08:48 | np.random.rand() * 60 | <mark>4:09 PM</mark>
2022-11-25 20:08:13 | np.random.rand() * 60 | <mark>4:21 PM</mark>
2022-12-02 20:07:59 | np.random.rand() * 60 | <mark>4:15 PM</mark>
2022-12-09 20:08:00 | np.random.rand() * 60 | <mark>4:15 PM</mark>
2022-12-16 20:07:22 | np.random.rand() * 60 | <mark>4:02 PM</mark>
2022-12-23 20:07:25 | np.random.rand() * 60 | <mark>4:22 PM</mark>
2022-12-30 20:07:24 | np.random.rand() * 60 | <mark>4:23 PM</mark>
2023-01-06 20:07:54 | np.random.rand() * 60 | <mark>4:33 PM</mark>
2023-01-13 20:08:04 | np.random.rand() * 60 | <mark>4:08 PM</mark>
2023-01-20 20:07:52 | np.random.rand() * 60 | <mark>4:52 PM</mark>
2023-01-27 20:07:28 | np.random.rand() * 60 | <mark>4:13 PM</mark>
2023-02-03 20:08:00 | np.random.rand() * 60 | <mark>4:02 PM</mark>
2023-02-10 20:08:12 | np.random.rand() * 60 | <mark>4:52 PM</mark>
2023-02-17 20:08:15 | np.random.rand() * 60 | <mark>4:47 PM</mark>
2023-02-24 20:08:36 | np.random.rand() * 60 | <mark>4:18 PM</mark>
2023-03-03 20:08:22 | np.random.rand() * 60 | <mark>4:38 PM</mark>
2023-03-10 20:08:13 | np.random.rand() * 60 | <mark>4:53 PM</mark>
2023-03-17 20:08:03 | np.random.rand() * 60 | <mark>4:38 PM</mark>
2023-03-24 20:07:55 | np.random.rand() * 60 | <mark>4:41 PM</mark>
2023-03-31 20:07:04 | np.random.rand() * 60 | <mark>4:48 PM</mark>
2023-04-07 20:07:08 | np.random.rand() * 60 | <mark>4:32 PM</mark>
2023-04-14 20:07:18 | np.random.rand() * 60 | <mark>4:38 PM</mark>
2023-04-21 20:07:14 | np.random.rand() * 60 | <mark>4:07 PM</mark>
2023-04-28 20:07:06 | np.random.rand() * 60 | <mark>4:03 PM</mark>
2023-05-05 20:07:12 | np.random.rand() * 60 | <mark>4:36 PM</mark>
2023-05-12 20:07:09 | np.random.rand() * 60 | <mark>4:53 PM</mark>
2023-05-19 20:07:17 | np.random.rand() * 60 | <mark>4:36 PM</mark>
2023-05-26 20:07:11 | np.random.rand() * 60 | <mark>4:28 PM</mark>
2023-06-02 20:07:09 | np.random.rand() * 60 | <mark>4:09 PM</mark>
2023-06-09 20:07:19 | np.random.rand() * 60 | <mark>4:07 PM</mark>
2023-06-16 20:07:16 | np.random.rand() * 60 | <mark>4:55 PM</mark>
2023-06-23 20:08:25 | np.random.rand() * 60 | <mark>4:35 PM</mark>
2023-06-30 20:07:47 | np.random.rand() * 60 | <mark>4:50 PM</mark>
2023-07-07 20:08:07 | np.random.rand() * 60 | <mark>4:25 PM</mark>
2023-07-14 20:08:15 | np.random.rand() * 60 | <mark>4:14 PM</mark>
2023-07-21 20:07:03 | np.random.rand() * 60 | <mark>4:18 PM</mark>
2023-07-28 20:07:25 | np.random.rand() * 60 | <mark>4:36 PM</mark>
2023-08-04 20:07:01 | np.random.rand() * 60 | <mark>4:26 PM</mark>
2023-08-11 20:07:10 | np.random.rand() * 60 | <mark>4:43 PM</mark>
2023-08-18 20:06:59 | np.random.rand() * 60 | <mark>4:02 PM</mark>
2023-08-25 20:07:10 | np.random.rand() * 60 | <mark>4:52 PM</mark>
2023-09-01 20:07:04 | np.random.rand() * 60 | <mark>4:51 PM</mark>
2023-09-08 20:07:15 | np.random.rand() * 60 | <mark>4:39 PM</mark>
2023-09-15 20:07:31 | np.random.rand() * 60 | <mark>4:12 PM</mark>
2023-09-22 20:07:19 | np.random.rand() * 60 | <mark>4:11 PM</mark>
2023-09-29 20:07:32 | np.random.rand() * 60 | <mark>4:33 PM</mark>
2023-10-06 20:07:24 | np.random.rand() * 60 | <mark>4:09 PM</mark>
2023-10-13 20:07:44 | np.random.rand() * 60 | <mark>4:08 PM</mark>
